,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
1648,4915,655.0,A,150000.0,100.0,,,,,,,,,3.66,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1362,4893,609.0,A,150000.0,100.0,,,,,,,,,4.95,A,4.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,87.666666666667,A,113406.495,A,52849.666666667,A,0.47,A,0.0,A,0.0,A,0.0,A,1.0,A,113406.495,,capped,,609.0,A,150000.0,100.0,4618.0,Paid in full
1364,4966,626.0,A,150000.0,100.0,,,,,,,,,1.13,B,14.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,55.25,A,43057.3125,A,16057.0,A,0.37,A,0.0,A,0.0,A,0.0,A,1.0,A,43057.3125,,preferred,,626.0,A,150000.0,100.0,4514.0,Default
1808,6546,650.0,A,150000.0,100.0,,,,,,,,,14.56,A,27.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,79.5,A,76781.333333333,A,4050.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,2.0,C,76781.333333333,,preferred,,650.0,A,150000.0,100.0,5871.0,Paid in full
797,5072,582.0,B,100000.0,100.0,,,,,,,,,8.72,A,7.0,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,36.5,A,23062.485,A,3428.0,A,0.15,A,0.0,A,0.0,A,0.0,A,0.0,A,23062.485,,preferred,,582.0,B,100000.0,100.0,4699.0,Paid in full
1539,5062,606.0,A,150000.0,100.0,,,,,,,,,2.08,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,16.75,A,53039.8175,A,7671.5,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,53039.8175,,preferred,,606.0,A,150000.0,100.0,4642.0,Paid off with renewal
535,3364,738.0,A,150000.0,100.0,,,,,,,,,32.54,A,31.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,7.25,R,218328.75,A,59458.0,A,0.27,A,0.0,A,0.0,A,0.0,A,0.0,A,218328.75,,capped,,738.0,A,150000.0,100.0,3505.0,Default
914,4807,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.82,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
640,4523,705.0,A,150000.0,100.0,,,,,,,,,8.98,A,93.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,6.6666666666667,R,44666.666666667,A,3000.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,44666.666666667,,preferred,,705.0,A,150000.0,100.0,4425.0,Default
1701,7120,652.0,A,150000.0,100.0,,,,,,,,,5.87,A,16.0,,Verified,A,N,,0.0,A,0.0,A,,,3.5,C,6.75,R,97929.5,A,10912.25,A,0.11,A,0.0,A,0.0,A,0.0,A,1.0,A,97929.5,,preferred,,652.0,A,150000.0,100.0,1103.0,Paid in full
713,4127,643.0,A,150000.0,100.0,,,,,,,,,24.31,A,70.0,,Verified,A,N,,0.0,A,0.0,A,,,0.25,A,11.25,A,49413.315,A,11267.0725,A,0.23,A,0.0,A,0.0,A,0.0,A,1.0,A,49413.315,,preferred,,643.0,A,150000.0,100.0,4099.0,Paid off with renewal
557,4159,537.0,C,35000.0,100.0,,,,,,,,,10.02,A,17.0,,Verified,A,N,,0.0,A,0.0,A,,,0.2,A,32.6,A,108504.4,A,12460.4,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,108504.4,,standard,,537.0,C,35000.0,100.0,4122.0,Default
818,4330,548.0,C,35000.0,100.0,,,,,,,,,10.97,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0.0,A,0.0,A,0.0,A,2.0,C,84411.35,,preferred,,548.0,C,35000.0,100.0,4267.0,Paid in full
865,6377,672.0,A,150000.0,100.0,,,,,,,,,2.38,A,37.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,6.8571428571429,R,145602.42857143,A,39317.0,A,0.27,A,0.0,A,0.0,A,0.0,A,2.0,C,145602.42857143,,preferred,,672.0,A,150000.0,100.0,5598.0,Paid off with renewal
747,4852,609.0,A,150000.0,100.0,,,,,,,,,4.58,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,609.0,A,150000.0,100.0,4618.0,Paid in full
313,1690,534.0,C,35000.0,50.0,,,,,,,,,2.82,A,3.0,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,4.6666666666667,R,10621.666666667,D,680.33333333333,D,0.06,A,0.0,A,0.0,A,0.0,A,1.0,A,10621.666666667,,standard,,534.0,C,35000.0,50.0,1700.0,Default
749,4891,606.0,A,150000.0,100.0,,,,,,,,,9.42,A,79.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,66.75,A,54014.945,A,856.61,D,0.02,A,0.0,A,0.0,A,0.0,A,0.0,A,54014.945,,preferred,,606.0,A,150000.0,100.0,4615.0,Default
1578,6021,640.0,A,150000.0,100.0,,,,,,,,,2.31,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,20.0,A,52814.5,A,3780.0,A,0.07,A,0.0,A,0.0,A,0.0,A,1.0,A,52814.5,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
232,1109,634.0,A,150000.0,100.0,,,,,,,,,6.8,A,86.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,1.6666666666667,R,22445.0,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,1.0,A,22445.0,,standard,,634.0,A,150000.0,100.0,765.0,Paid off with renewal
364,1762,549.0,C,35000.0,100.0,,,,,,,,,8.67,A,23.0,,Verified,A,N,,0.0,A,0.0,A,,,1.0,A,30.0,A,37771.0,A,8834.25,A,0.23,A,0.0,A,0.0,A,0.0,A,1.0,A,37771.0,,preferred,,549.0,C,35000.0,100.0,1694.0,Default
1615,4996,561.0,B,100000.0,100.0,,,,,,,,,16.88,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,39.666666666667,A,18937.5,A,6299.1333333333,A,0.33,A,0.0,A,0.0,A,0.0,A,0.0,A,18937.5,,preferred,,561.0,B,100000.0,100.0,4654.0,Paid in full
185,701,612.0,A,150000.0,100.0,,,,,,,,,6.02,A,80.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,25.0,A,90970.535,A,14522.0,A,0.16,A,0.0,A,0.0,A,0.0,A,2.0,C,90970.535,,standard,,612.0,A,150000.0,100.0,569.0,Paid in full
1526,5893,624.0,A,150000.0,100.0,,,,,,,,,0.94,C,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,27.75,A,13692.5,A,2994.75,A,0.22,A,0.0,A,0.0,A,0.0,A,0.0,A,13692.5,,preferred,,624.0,A,150000.0,100.0,4933.0,Paid off with renewal
62,395,508.0,C,35000.0,100.0,,,,,,,,,2.57,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,39.25,A,46794.395,A,10072.4875,A,0.22,A,0.0,A,0.0,A,0.0,A,0.0,A,46794.395,,preferred,,508.0,C,35000.0,100.0,319.0,Paid in full
480,2746,663.0,A,150000.0,100.0,,,,,,,,,1.71,B,85.0,,Home,A,N,,0.0,A,0.0,A,,,0.75,A,17.75,A,117634.75,A,10323.5675,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,117634.75,,preferred,,663.0,A,150000.0,100.0,2858.0,Paid in full
732,5165,716.0,A,150000.0,100.0,,,,,,,,,5.58,A,6.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,716.0,A,150000.0,100.0,4765.0,Paid via discounted payoff
780,4940,655.0,A,150000.0,100.0,,,,,,,,,3.64,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
624,5037,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,198839.32666667,A,8777.2666666667,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,198839.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
1547,5200,574.0,B,100000.0,100.0,546.0,C,35000.0,,,,,,14.9,A,80.0,,Home,A,N,,0.0,A,0.0,A,,,0.4,A,18.0,A,55117.0,A,5851.4,A,0.11,A,0.0,A,0.0,A,0.0,A,2.0,C,55117.0,,preferred,,574.0,B,100000.0,100.0,4803.0,Default
662,3921,638.0,A,150000.0,100.0,,,,,,,,,6.94,A,5.0,,Verified,A,N,,0.0,A,0.0,A,,,1.3333333333333,B,9.0,R,10418.333333333,D,872.33333333333,D,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,10418.333333333,,preferred,,638.0,A,150000.0,100.0,3934.0,Default
746,4821,667.0,A,150000.0,100.0,,,,,,,,,8.79,A,71.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,667.0,A,150000.0,100.0,4638.0,Paid in full
597,3108,542.0,C,35000.0,100.0,,,,,,,,,3.92,A,79.0,,Home,A,N,,0.0,A,0.0,A,,,0.16666666666667,A,24.5,A,62938.216666667,A,4643.8333333333,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,62938.216666667,,preferred,,542.0,C,35000.0,100.0,3253.0,Paid in full
1270,3164,550.0,B,100000.0,100.0,,,,,,,,,6.35,A,45.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,550.0,B,100000.0,100.0,3318.0,Default
134,744,648.0,A,150000.0,100.0,,,,,,,,,12.25,A,9.0,,Verified,A,N,,0.0,A,0.0,A,,,0.83333333333333,A,161.16666666667,A,354523.33333333,A,5036.3333333333,A,0.01,A,0.0,A,0.0,A,0.0,A,1.0,A,354523.33333333,,preferred,,648.0,A,150000.0,100.0,586.0,Paid in full
1021,7398,652.0,A,150000.0,100.0,,,,,,,,,12.07,A,87.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,68.6,A,76208.4,A,7086.2,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,76208.4,,preferred,,652.0,A,150000.0,100.0,6367.0,Paid in full
655,3516,559.0,B,100000.0,100.0,,,,,,,,,5.94,A,,,Home,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,4.6666666666667,R,33239.486666667,A,6666.6666666667,A,0.2,A,0.0,A,0.0,A,0.0,A,0.0,A,33239.486666667,,preferred,,559.0,B,100000.0,100.0,3618.0,Default
856,5898,580.0,B,100000.0,100.0,,,,,,,,,2.28,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,1.5,B,69.5,A,62348.64,A,1125.7,A,0.02,A,0.0,A,0.0,A,0.0,A,2.0,C,62348.64,,preferred,,580.0,B,100000.0,100.0,5328.0,Paid in full
1485,4337,548.0,C,35000.0,100.0,,,,,,,,,10.92,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,84411.35,,preferred,,548.0,C,35000.0,100.0,4267.0,Paid in full
783,4511,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.81,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58886.666666667,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,58886.666666667,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
360,1764,549.0,C,35000.0,100.0,,,,,,,,,8.67,A,23.0,,Home,A,N,,0.0,A,0.0,A,,,1.3333333333333,B,30.0,A,37469.666666667,A,6512.0,A,0.17,A,0.0,A,0.0,A,0.0,A,1.0,A,37469.666666667,,preferred,,549.0,C,35000.0,100.0,1694.0,Default
290,1639,736.0,A,150000.0,100.0,,,,,,,,,20.83,A,99.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,24.0,A,298823.2,A,77588.4,A,0.26,A,0.0,A,0.0,A,0.0,A,3.0,D,298823.2,,capped,,736.0,A,150000.0,100.0,1053.0,Default
1206,3217,677.0,A,150000.0,100.0,,,,,,,,,11.51,A,,,Home,A,N,,0.0,A,0.0,A,,,0.5,A,35.75,A,92250.25,A,9163.98,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,92250.25,,preferred,,677.0,A,150000.0,100.0,3381.0,Default
1388,3415,619.0,A,150000.0,100.0,,,,,,,,,1.36,B,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,619.0,A,150000.0,100.0,3593.0,Default
1842,7370,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.91,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,40.0,A,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
1880,8767,741.0,A,150000.0,100.0,,,,,,,,,13.28,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,741.0,A,150000.0,100.0,7477.0,Default
1941,8145,651.0,A,150000.0,100.0,,,,,,,,,18.35,A,71.0,,Home,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,41.666666666667,A,176728.66666667,A,37363.333333333,A,0.21,A,0.0,A,0.0,A,0.0,A,1.0,A,176728.66666667,,preferred,,651.0,A,150000.0,100.0,6976.0,Paid off with renewal
71,272,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Home,A,N,,0.0,A,0.0,A,,,4.2857142857143,D,0.0,R,289466.85857143,A,4285.7142857143,A,0.01,A,0.0,A,0.0,A,0.0,A,2.0,C,289466.85857143,,preferred,,652.0,A,150000.0,100.0,201.0,Default
4,67,600.0,A,150000.0,0.0,,,,0.0,,,,0.0,11.11,A,75.0,A,BRICK,A,N,,0.0,A,0.0,A,,,1.6666666666667,B,81.222222222222,A,135836.44444444,A,16430.172222222,A,0.12,A,0.0,A,0.0,A,,,,,135836.44444444,,,,,,,,88.0,Paid in full
645,4189,544.0,C,35000.0,100.0,,,,,,,,,1.5,B,6.0,,Verified,A,N,,0.0,A,0.0,A,,,1.5,B,30.0,A,16709.25,A,980.25,D,0.06,A,0.0,A,0.0,A,0.0,A,2.0,C,16709.25,,preferred,,544.0,C,35000.0,100.0,4165.0,Default
44,110,650.0,A,150000.0,0.0,650.0,A,150000.0,0.0,,,,0.0,31.31,A,75.0,A,,,N,,0.0,A,0.0,A,,,0.25,A,18.5,A,40227.9575,A,2901.625,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,40227.9575,,,,,,,,138.0,Paid in full
472,2946,539.0,C,35000.0,100.0,,,,,,,,,12.92,A,3.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,539.0,C,35000.0,100.0,3056.0,Paid off with renewal
1888,9612,634.0,B,100000.0,100.0,,,,,,,,,35.16,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,634.0,B,100000.0,100.0,8040.0,Paid in full
762,5084,519.0,C,35000.0,100.0,,,,,,,,,11.05,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,2.6666666666667,C,49.666666666667,A,18054.0,A,1418.3333333333,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,18054.0,,preferred,,519.0,C,35000.0,100.0,4713.0,Paid in full
1492,4880,519.0,C,35000.0,100.0,,,,,,,,,2.99,A,6.0,,Home,A,N,,11.558,D,5583.3333333333,A,,,3.3333333333333,C,21.0,A,48308.0,A,3680.0,A,0.08,A,5583.3333333333,A,0.963,A,1.0,A,1.0,A,48308.0,,preferred,,519.0,C,35000.0,100.0,4604.0,Paid in full
801,5137,684.0,A,150000.0,100.0,,,,,,,,,9.84,A,19.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,684.0,A,150000.0,100.0,4755.0,Paid in full
796,5067,606.0,A,150000.0,100.0,,,,,,,,,2.08,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,16.75,A,53039.8175,A,7671.5,A,0.14,A,0.0,A,0.0,A,0.0,A,2.0,C,53039.8175,,preferred,,606.0,A,150000.0,100.0,4642.0,Paid off with renewal
715,3777,539.0,C,35000.0,100.0,,,,,,,,,4.53,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,539.0,C,35000.0,100.0,3856.0,Default
1159,2528,664.0,A,150000.0,100.0,,,,,,,,,4.38,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,664.0,A,150000.0,100.0,2630.0,Paid in full
1454,4338,548.0,C,35000.0,100.0,,,,,,,,,10.92,A,18.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0.0,A,0.0,A,0.0,A,2.0,C,84411.35,,preferred,,548.0,C,35000.0,100.0,4267.0,Paid in full
1681,5289,716.0,A,150000.0,100.0,,,,,,,,,5.59,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,43.25,A,179114.1175,A,20752.5,A,0.12,A,0.0,A,0.0,A,0.0,A,1.0,A,179114.1175,,preferred,,716.0,A,150000.0,100.0,4765.0,Paid via discounted payoff
1419,5121,610.0,A,150000.0,100.0,,,,,,,,,3.58,A,76.0,,Verified,A,N,,0.0,A,0.0,A,,,0.33333333333333,A,50.0,A,436135.19333333,A,59283.23,A,0.14,A,0.0,A,0.0,A,0.0,A,1.0,A,436135.19333333,,capped,,610.0,A,150000.0,100.0,4729.0,Paid in full
1987,10277,693.0,A,150000.0,100.0,,,,,,,,,2.75,A,5.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,693.0,A,150000.0,100.0,8482.0,Paid off with renewal
1095,7370,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.91,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,40.0,A,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
630,4132,658.0,A,150000.0,100.0,,,,,,,,,20.64,A,99.0,,Verified,A,N,,0.0,A,0.0,A,,,0.66666666666667,A,22.333333333333,A,58709.666666667,A,2658.3333333333,A,0.05,A,0.0,A,0.0,A,0.0,A,1.0,A,58709.666666667,,preferred,,658.0,A,150000.0,100.0,4114.0,Paid in full
1488,4516,600.0,A,150000.0,51.0,647.0,A,150000.0,49.0,,,,,4.81,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,58165.0,A,2500.0,A,0.04,A,0.0,A,0.0,A,0.0,A,1.0,A,58165.0,,preferred,,623.0,A,150000.0,100.0,4443.0,Default
1958,9272,625.0,B,100000.0,50.0,601.0,B,100000.0,50.0,,,,,4.71,A,25.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,44.333333333333,A,38554.0,A,3667.3333333333,A,0.1,A,0.0,A,0.0,A,0.0,A,1.0,A,38554.0,,preferred,,613.0,B,100000.0,100.0,7792.0,Paid off with renewal
15,253,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,473639.0,A,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,2.0,C,473639.0,,preferred,,652.0,A,150000.0,100.0,201.0,Default
1417,5084,519.0,C,35000.0,100.0,,,,,,,,,11.05,A,22.0,,Verified,A,N,,0.0,A,0.0,A,,,2.6666666666667,C,49.666666666667,A,18054.0,A,1418.3333333333,A,0.08,A,0.0,A,0.0,A,0.0,A,0.0,A,18054.0,,preferred,,519.0,C,35000.0,100.0,4713.0,Paid in full
1240,2534,664.0,A,150000.0,100.0,,,,,,,,,4.38,A,6.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,5.5,R,85741.5,A,26285.5,A,0.31,A,0.0,A,0.0,A,0.0,A,1.0,A,85741.5,,preferred,,664.0,A,150000.0,100.0,2630.0,Paid in full
1098,7889,693.0,A,150000.0,100.0,,,,,,,,,5.71,A,92.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,33.25,A,161968.75,A,10575.25,A,0.07,A,0.0,A,0.0,A,0.0,A,2.0,C,161968.75,,preferred,,693.0,A,150000.0,100.0,6832.0,Default
1692,5962,640.0,A,150000.0,100.0,,,,,,,,,2.3,A,43.0,,Verified,A,N,,0.0,A,0.0,A,,,0.75,A,20.0,A,52814.5,A,3015.75,A,0.06,A,0.0,A,0.0,A,0.0,A,2.0,C,52814.5,,preferred,,640.0,A,150000.0,100.0,5368.0,Paid off with renewal
1989,10683,629.0,B,100000.0,100.0,,,,,,,,,39.74,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,C,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,629.0,B,100000.0,100.0,8752.0,Paid in full
760,5035,655.0,A,150000.0,100.0,,,,,,,,,3.65,A,69.0,,Verified,A,N,,0.0,A,0.0,A,,,3.0,C,146.0,A,198839.32666667,A,8777.2666666667,A,0.04,A,0.0,A,0.0,A,0.0,A,2.0,C,198839.32666667,,preferred,,655.0,A,150000.0,100.0,4666.0,Paid in full
606,3563,549.0,C,35000.0,100.0,,,,,,,,,5.94,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,549.0,C,35000.0,100.0,3666.0,Paid in full
919,4975,667.0,A,150000.0,100.0,,,,,,,,,8.79,A,71.0,,Home,A,N,,0.0,A,0.0,A,,,0.25,A,4.75,R,30760.0,A,12656.5,A,0.41,A,0.0,A,0.0,A,0.0,A,0.0,A,30760.0,,capped,,667.0,A,150000.0,100.0,4638.0,Paid in full
406,2224,687.0,A,150000.0,100.0,,,,,,,,,4.26,A,,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,8.6666666666667,R,111407.66666667,A,39669.333333333,A,0.36,A,0.0,A,0.0,A,0.0,A,1.0,A,111407.66666667,,preferred,,687.0,A,150000.0,100.0,2311.0,Paid in full
1976,9540,764.0,A,150000.0,100.0,,,,,,,,,1.87,B,38.0,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,6.6666666666667,C,762712.66666667,A,5000.0,A,0.01,A,0.0,A,0.0,A,0.0,A,1.0,A,762712.66666667,,preferred,,764.0,A,150000.0,100.0,7964.0,Paid off with renewal
93,278,652.0,A,150000.0,100.0,,,,,,,,,4.73,A,,,Verified,,N,,0.0,A,0.0,A,,,0.85714285714286,A,0.0,R,455586.92,A,26000.0,A,0.06,A,0.0,A,0.0,A,0.0,A,3.0,D,455586.92,,preferred,,652.0,A,150000.0,100.0,201.0,Default
1554,4525,705.0,A,150000.0,100.0,,,,,,,,,8.98,A,93.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,6.6666666666667,R,44666.666666667,A,4000.0,A,0.09,A,0.0,A,0.0,A,0.0,A,1.0,A,44666.666666667,,preferred,,705.0,A,150000.0,100.0,4425.0,Default
283,1350,504.0,C,35000.0,100.0,,,,,,,,,2.21,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,504.0,C,35000.0,100.0,1237.0,Paid via discounted payoff
1828,7684,582.0,B,100000.0,100.0,,,,,,,,,9.21,A,7.0,,Home,A,N,,4.533,B,3500.0,A,,,0.0,A,11.75,B,77215.4975,A,7218.5375,A,0.09,A,3500.0,A,0.378,A,2.0,B,0.0,A,77215.4975,,preferred,,582.0,B,100000.0,100.0,5507.0,Default
825,4678,600.0,A,150000.0,100.0,,,,,,,,,20.32,A,42.0,,Verified,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,600.0,A,150000.0,100.0,4532.0,Paid in full
543,3529,698.0,A,150000.0,100.0,,,,,,,,,4.94,A,,,Home,A,N,,0.0,A,0.0,A,,,0.0,A,0.0,R,0.0,D,0.0,D,0.0,D,0.0,A,0.0,A,0.0,A,0.0,A,0.0,,preferred,,698.0,A,150000.0,100.0,3637.0,Paid off with renewal
